"plant_no","leafP","leafP_val","plant_name.x.x","genus.x.x","family.x.x","leafN","leafN_val","plant_name.y.x","genus.y.x","family.y.x","plant_name","no_bugs","cl","clonality_state","plant_name.x.y","genus.x.y","family.x.y","dicliny","dicliny_val","plant_name.y.y","genus.y.y","family.y.y"
1890010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JUNCUS MARITIMUS",3,"Clonality: normal state","Tussock forming graminoid","JUNCUS MARITIMUS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS MARITIMUS","JUNCUS","JUNCACEAE"
1890010030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JUNCUS ACUTUS",1,"Clonality: normal state","Tussock forming graminoid","JUNCUS ACUTUS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS ACUTUS","JUNCUS","JUNCACEAE"
1890010070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tussock forming graminoid","JUNCUS FILIFORMIS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS FILIFORMIS","JUNCUS","JUNCACEAE"
1890010090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome far creeping","JUNCUS BALTICUS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS BALTICUS","JUNCUS","JUNCACEAE"
1890010110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JUNCUS INFLEXUS",6,"Clonality: normal state","Tussock forming graminoid","JUNCUS INFLEXUS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS INFLEXUS","JUNCUS","JUNCACEAE"
1890010120,"Mature leaf P concentration (mg/g)","1-2","JUNCUS EFFUSUS","JUNCUS","JUNCACEAE","Mature leaf N concentration (mg/g)","10-20","JUNCUS EFFUSUS","JUNCUS","JUNCACEAE","JUNCUS EFFUSUS",8,"Clonality: normal state","Tussock forming graminoid","JUNCUS EFFUSUS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS EFFUSUS","JUNCUS","JUNCACEAE"
1890010130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JUNCUS CONGLOMERATUS",8,"Clonality: normal state","Tussock forming graminoid","JUNCUS CONGLOMERATUS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS CONGLOMERATUS","JUNCUS","JUNCACEAE"
1890010150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tussock forming graminoid","JUNCUS TRIFIDUS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS TRIFIDUS","JUNCUS","JUNCACEAE"
1890010160,"Mature leaf P concentration (mg/g)","1-2","JUNCUS SQUARROSUS","JUNCUS","JUNCACEAE","Mature leaf N concentration (mg/g)","10-20","JUNCUS SQUARROSUS","JUNCUS","JUNCACEAE","JUNCUS SQUARROSUS",5,"Clonality: normal state","Tussock forming graminoid","JUNCUS SQUARROSUS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS SQUARROSUS","JUNCUS","JUNCACEAE"
1890010170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JUNCUS COMPRESSUS",2,"Clonality: normal state","Rhizome shortly creeping","JUNCUS COMPRESSUS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS COMPRESSUS","JUNCUS","JUNCACEAE"
1890010180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JUNCUS GERARDII",2,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","JUNCUS GERARDII","JUNCUS","JUNCACEAE"
1890010190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tussock forming graminoid","JUNCUS TENUIS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS TENUIS","JUNCUS","JUNCACEAE"
1890010240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","JUNCUS FOLIOSUS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS FOLIOSUS","JUNCUS","JUNCACEAE"
1890010260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JUNCUS BUFONIUS",6,"Clonality: normal state","Little or no vegetative spread","JUNCUS BUFONIUS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS BUFONIUS","JUNCUS","JUNCACEAE"
1890010288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","JUNCUS AMBIGUUS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS AMBIGUUS","JUNCUS","JUNCACEAE"
1890010300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","JUNCUS PLANIFOLIUS","JUNCUS","JUNCACEAE"
1890010310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JUNCUS CAPITATUS",1,"Clonality: normal state","Little or no vegetative spread","JUNCUS CAPITATUS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS CAPITATUS","JUNCUS","JUNCACEAE"
1890010340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome shortly creeping","JUNCUS SUBNODULOSUS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS SUBNODULOSUS","JUNCUS","JUNCACEAE"
1890010350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","JUNCUS PYGMAEUS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS PYGMAEUS","JUNCUS","JUNCACEAE"
1890010390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JUNCUS BULBOSUS",2,"Clonality: normal state","Extensively creeping and rooting at nodes","JUNCUS BULBOSUS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS BULBOSUS","JUNCUS","JUNCACEAE"
1890010420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JUNCUS ACUTIFLORUS",4,"Clonality: normal state","Rhizome far creeping","JUNCUS ACUTIFLORUS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS ACUTIFLORUS","JUNCUS","JUNCACEAE"
1890010468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome shortly creeping","JUNCUS ALPINOARTICULATUS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS ALPINOARTICULATUS","JUNCUS","JUNCACEAE"
1890010490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JUNCUS ARTICULATUS",11,"Clonality: normal state","Rhizome far creeping","JUNCUS ARTICULATUS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS ARTICULATUS","JUNCUS","JUNCACEAE"
1890010500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tussock forming graminoid","JUNCUS BIGLUMIS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS BIGLUMIS","JUNCUS","JUNCACEAE"
1890010510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tussock forming graminoid","JUNCUS TRIGLUMIS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS TRIGLUMIS","JUNCUS","JUNCACEAE"
1890010530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome far creeping","JUNCUS CASTANEUS","JUNCUS","JUNCACEAE","Dicliny","hermaphrodite","JUNCUS CASTANEUS","JUNCUS","JUNCACEAE"
1890020010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUZULA CAMPESTRIS",3,"Clonality: normal state","Rhizome far creeping","LUZULA CAMPESTRIS","LUZULA","JUNCACEAE","Dicliny","hermaphrodite","LUZULA CAMPESTRIS","LUZULA","JUNCACEAE"
1890020020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUZULA MULTIFLORA",4,"Clonality: normal state","Tussock forming graminoid","LUZULA MULTIFLORA","LUZULA","JUNCACEAE","Dicliny","hermaphrodite","LUZULA MULTIFLORA","LUZULA","JUNCACEAE"
1890020030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tussock forming graminoid","LUZULA PALLIDULA","LUZULA","JUNCACEAE","Dicliny","hermaphrodite","LUZULA PALLIDULA","LUZULA","JUNCACEAE"
1890020050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome shortly creeping","LUZULA ARCUATA","LUZULA","JUNCACEAE","Dicliny","hermaphrodite","LUZULA ARCUATA","LUZULA","JUNCACEAE"
1890020080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome shortly creeping","LUZULA SPICATA","LUZULA","JUNCACEAE","Dicliny","hermaphrodite","LUZULA SPICATA","LUZULA","JUNCACEAE"
1890020150,"Mature leaf P concentration (mg/g)","1-2","LUZULA SYLVATICA","LUZULA","JUNCACEAE","Mature leaf N concentration (mg/g)","10-20","LUZULA SYLVATICA","LUZULA","JUNCACEAE","LUZULA SYLVATICA",5,"Clonality: normal state","Rhizome shortly creeping","LUZULA SYLVATICA","LUZULA","JUNCACEAE","Dicliny","hermaphrodite","LUZULA SYLVATICA","LUZULA","JUNCACEAE"
1890020220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUZULA LUZULOIDES",1,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","LUZULA LUZULOIDES","LUZULA","JUNCACEAE"
1890020290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUZULA PILOSA",5,"Clonality: normal state","Tussock forming graminoid","LUZULA PILOSA","LUZULA","JUNCACEAE","Dicliny","hermaphrodite","LUZULA PILOSA","LUZULA","JUNCACEAE"
1890020300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tussock forming graminoid","LUZULA FORSTERI","LUZULA","JUNCACEAE","Dicliny","hermaphrodite","LUZULA FORSTERI","LUZULA","JUNCACEAE"
1920010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome shortly creeping","ERIOCAULON AQUATICUM","ERIOCAULON","ERIOCAULACEAE","Dicliny","monoecious","ERIOCAULON AQUATICUM","ERIOCAULON","ERIOCAULACEAE"
1930010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SASA PALMATA",2,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","SASA PALMATA","SASA","POACEAE"
1930040060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FESTUCA ALTISSIMA",1,"Clonality: normal state","Tussock forming graminoid","FESTUCA ALTISSIMA","FESTUCA","POACEAE",NA,NA,NA,NA,NA
1930040080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FESTUCA GIGANTEA",5,"Clonality: normal state","Tussock forming graminoid","FESTUCA GIGANTEA","FESTUCA","POACEAE","Dicliny","hermaphrodite","FESTUCA GIGANTEA","FESTUCA","POACEAE"
1930040090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FESTUCA PRATENSIS",9,"Clonality: normal state","Tussock forming graminoid","FESTUCA PRATENSIS","FESTUCA","POACEAE","Dicliny","hermaphrodite","FESTUCA PRATENSIS","FESTUCA","POACEAE"
1930040100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FESTUCA ARUNDINACEA",15,"Clonality: normal state","Tussock forming graminoid","FESTUCA ARUNDINACEA","FESTUCA","POACEAE","Dicliny","hermaphrodite","FESTUCA ARUNDINACEA","FESTUCA","POACEAE"
1930040560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FESTUCA HETEROPHYLLA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1930040660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FESTUCA RUBRA",13,"Clonality: normal state","Rhizome far creeping","FESTUCA RUBRA","FESTUCA","POACEAE","Dicliny","hermaphrodite","FESTUCA RUBRA","FESTUCA","POACEAE"
1930041020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FESTUCA FILIFORMIS",1,"Clonality: normal state","Tussock forming graminoid","FESTUCA FILIFORMIS","FESTUCA","POACEAE",NA,NA,NA,NA,NA
1930041030,"Mature leaf P concentration (mg/g)","<1","FESTUCA OVINA","FESTUCA","POACEAE","Mature leaf N concentration (mg/g)","10-20","FESTUCA OVINA","FESTUCA","POACEAE","FESTUCA OVINA",16,"Clonality: normal state","Tussock forming graminoid","FESTUCA OVINA","FESTUCA","POACEAE","Dicliny","hermaphrodite","FESTUCA OVINA","FESTUCA","POACEAE"
1930041030,"Mature leaf P concentration (mg/g)","1-2","FESTUCA OVINA","FESTUCA","POACEAE","Mature leaf N concentration (mg/g)","10-20","FESTUCA OVINA","FESTUCA","POACEAE","FESTUCA OVINA",16,"Clonality: normal state","Tussock forming graminoid","FESTUCA OVINA","FESTUCA","POACEAE","Dicliny","hermaphrodite","FESTUCA OVINA","FESTUCA","POACEAE"
1930041140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tussock forming graminoid","FESTUCA LEMANII","FESTUCA","POACEAE",NA,NA,NA,NA,NA
1930041160,"Mature leaf P concentration (mg/g)","2-3","FESTUCA LONGIFOLIA","FESTUCA","POACEAE","Mature leaf N concentration (mg/g)","<5","FESTUCA LONGIFOLIA","FESTUCA","POACEAE",NA,NA,"Clonality: normal state","Tussock forming graminoid","FESTUCA LONGIFOLIA","FESTUCA","POACEAE",NA,NA,NA,NA,NA
1930041500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tussock forming graminoid","FESTUCA VIVIPARA","FESTUCA","POACEAE",NA,NA,NA,NA,NA
1930050010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOLIUM PERENNE",10,"Clonality: normal state","Tussock forming graminoid","LOLIUM PERENNE","LOLIUM","POACEAE","Dicliny","hermaphrodite","LOLIUM PERENNE","LOLIUM","POACEAE"
1930050020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","LOLIUM MULTIFLORUM","LOLIUM","POACEAE","Dicliny","hermaphrodite","LOLIUM MULTIFLORUM","LOLIUM","POACEAE"
1930060050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","VULPIA FASCICULATA","VULPIA","POACEAE","Dicliny","hermaphrodite","VULPIA FASCICULATA","VULPIA","POACEAE"
1930060080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VULPIA BROMOIDES",1,"Clonality: normal state","Little or no vegetative spread","VULPIA BROMOIDES","VULPIA","POACEAE","Dicliny","hermaphrodite","VULPIA BROMOIDES","VULPIA","POACEAE"
1930060100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","VULPIA MYUROS","VULPIA","POACEAE","Dicliny","hermaphrodite","VULPIA MYUROS","VULPIA","POACEAE"
1930060110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","VULPIA CILIATA","VULPIA","POACEAE","Dicliny","hermaphrodite","VULPIA CILIATA","VULPIA","POACEAE"
1930060120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","VULPIA UNILATERALIS","VULPIA","POACEAE","Dicliny","hermaphrodite","VULPIA UNILATERALIS","VULPIA","POACEAE"
1930120020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","CATAPODIUM MARINUM","CATAPODIUM","POACEAE",NA,NA,NA,NA,NA
1930120030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","CATAPODIUM RIGIDUM","CATAPODIUM","POACEAE","Dicliny","hermaphrodite","CATAPODIUM RIGIDUM","CATAPODIUM","POACEAE"
1930160010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POA ANNUA",19,"Clonality: normal state","Little or no vegetative spread","POA ANNUA","POA","POACEAE","Dicliny","gynomonoecious","POA ANNUA","POA","POACEAE"
1930160010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POA ANNUA",19,"Clonality: normal state","Little or no vegetative spread","POA ANNUA","POA","POACEAE","Dicliny","hermaphrodite","POA ANNUA","POA","POACEAE"
1930160020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","POA INFIRMA","POA","POACEAE",NA,NA,NA,NA,NA
1930160040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POA TRIVIALIS",11,"Clonality: normal state","Tussock forming graminoid","POA TRIVIALIS","POA","POACEAE","Dicliny","hermaphrodite","POA TRIVIALIS","POA","POACEAE"
1930160070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome far creeping","POA HUMILIS","POA","POACEAE",NA,NA,NA,NA,NA
1930160080,"Mature leaf P concentration (mg/g)","2-3","POA PRATENSIS","POA","POACEAE","Mature leaf N concentration (mg/g)","10-20","POA PRATENSIS","POA","POACEAE","POA PRATENSIS",11,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","POA PRATENSIS","POA","POACEAE"
1930160090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome far creeping","POA ANGUSTIFOLIA","POA","POACEAE","Dicliny","hermaphrodite","POA ANGUSTIFOLIA","POA","POACEAE"
1930160150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POA CHAIXII",1,"Clonality: normal state","Tussock forming graminoid","POA CHAIXII","POA","POACEAE",NA,NA,NA,NA,NA
1930160190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tussock forming graminoid","POA FLEXUOSA","POA","POACEAE",NA,NA,NA,NA,NA
1930160230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POA COMPRESSA",3,"Clonality: normal state","Rhizome far creeping","POA COMPRESSA","POA","POACEAE",NA,NA,NA,NA,NA
1930160250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tussock forming graminoid","POA PALUSTRIS","POA","POACEAE",NA,NA,NA,NA,NA
1930160260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tussock forming graminoid","POA GLAUCA","POA","POACEAE",NA,NA,NA,NA,NA
1930160270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POA NEMORALIS",3,"Clonality: normal state","Tussock forming graminoid","POA NEMORALIS","POA","POACEAE","Dicliny","hermaphrodite","POA NEMORALIS","POA","POACEAE"
1930160350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tussock forming graminoid","POA BULBOSA","POA","POACEAE",NA,NA,NA,NA,NA
1930160430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tussock forming graminoid","POA ALPINA","POA","POACEAE",NA,NA,NA,NA,NA
1930210010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PUCCINELLIA DISTANS",1,"Clonality: normal state","Tussock forming graminoid","PUCCINELLIA DISTANS","PUCCINELLIA","POACEAE","Dicliny","hermaphrodite","PUCCINELLIA DISTANS","PUCCINELLIA","POACEAE"
1930210030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PUCCINELLIA FASCICULATA",2,"Clonality: normal state","Tussock forming graminoid","PUCCINELLIA FASCICULATA","PUCCINELLIA","POACEAE",NA,NA,NA,NA,NA
1930210040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PUCCINELLIA MARITIMA",8,"Clonality: normal state","Extensively creeping and rooting at nodes","PUCCINELLIA MARITIMA","PUCCINELLIA","POACEAE",NA,NA,NA,NA,NA
1930210120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","PUCCINELLIA RUPESTRIS","PUCCINELLIA","POACEAE",NA,NA,NA,NA,NA
1930260010,"Mature leaf P concentration (mg/g)","<1","DACTYLIS GLOMERATA","DACTYLIS","POACEAE","Mature leaf N concentration (mg/g)","10-20","DACTYLIS GLOMERATA","DACTYLIS","POACEAE","DACTYLIS GLOMERATA",33,"Clonality: normal state","Tussock forming graminoid","DACTYLIS GLOMERATA","DACTYLIS","POACEAE","Dicliny","hermaphrodite","DACTYLIS GLOMERATA","DACTYLIS","POACEAE"
1930260010,"Mature leaf P concentration (mg/g)","1-2","DACTYLIS GLOMERATA","DACTYLIS","POACEAE","Mature leaf N concentration (mg/g)","10-20","DACTYLIS GLOMERATA","DACTYLIS","POACEAE","DACTYLIS GLOMERATA",33,"Clonality: normal state","Tussock forming graminoid","DACTYLIS GLOMERATA","DACTYLIS","POACEAE","Dicliny","hermaphrodite","DACTYLIS GLOMERATA","DACTYLIS","POACEAE"
1930280010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CYNOSURUS CRISTATUS",3,"Clonality: normal state","Tussock forming graminoid","CYNOSURUS CRISTATUS","CYNOSURUS","POACEAE","Dicliny","hermaphrodite","CYNOSURUS CRISTATUS","CYNOSURUS","POACEAE"
1930300010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Extensively creeping and rooting at nodes","CATABROSA AQUATICA","CATABROSA","POACEAE",NA,NA,NA,NA,NA
1930320010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"APERA SPICA-VENTI",2,"Clonality: normal state","Little or no vegetative spread","APERA SPICA-VENTI","APERA","POACEAE","Dicliny","hermaphrodite","APERA SPICA-VENTI","APERA","POACEAE"
1930320020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","APERA INTERRUPTA","APERA","POACEAE","Dicliny","hermaphrodite","APERA INTERRUPTA","APERA","POACEAE"
1930340010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","MIBORA MINIMA","MIBORA","POACEAE","Dicliny","hermaphrodite","MIBORA MINIMA","MIBORA","POACEAE"
1930350010,"Mature leaf P concentration (mg/g)","<1","BRIZA MEDIA","BRIZA","POACEAE","Mature leaf N concentration (mg/g)","10-20","BRIZA MEDIA","BRIZA","POACEAE","BRIZA MEDIA",1,"Clonality: normal state","Rhizome shortly creeping","BRIZA MEDIA","BRIZA","POACEAE","Dicliny","hermaphrodite","BRIZA MEDIA","BRIZA","POACEAE"
1930350030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","BRIZA MINOR","BRIZA","POACEAE","Dicliny","hermaphrodite","BRIZA MINOR","BRIZA","POACEAE"
1930360220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SESLERIA CAERULEA",2,"Clonality: normal state","Tussock forming graminoid","SESLERIA CAERULEA","SESLERIA","POACEAE","Dicliny","hermaphrodite","SESLERIA CAERULEA","SESLERIA","POACEAE"
1930400010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome shortly creeping","MELICA NUTANS","MELICA","POACEAE","Dicliny","hermaphrodite","MELICA NUTANS","MELICA","POACEAE"
1930400030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MELICA UNIFLORA",1,"Clonality: normal state","Rhizome shortly creeping","MELICA UNIFLORA","MELICA","POACEAE","Dicliny","hermaphrodite","MELICA UNIFLORA","MELICA","POACEAE"
1930420030,"Mature leaf P concentration (mg/g)","2-3","GLYCERIA MAXIMA","GLYCERIA","POACEAE","Mature leaf N concentration (mg/g)","10-20","GLYCERIA MAXIMA","GLYCERIA","POACEAE","GLYCERIA MAXIMA",10,"Clonality: normal state","Rhizome far creeping","GLYCERIA MAXIMA","GLYCERIA","POACEAE","Dicliny","hermaphrodite","GLYCERIA MAXIMA","GLYCERIA","POACEAE"
1930420070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLYCERIA DECLINATA",1,"Clonality: normal state","Extensively creeping and rooting at nodes","GLYCERIA DECLINATA","GLYCERIA","POACEAE","Dicliny","hermaphrodite","GLYCERIA DECLINATA","GLYCERIA","POACEAE"
1930420080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLYCERIA FLUITANS",8,"Clonality: normal state","Extensively creeping and rooting at nodes","GLYCERIA FLUITANS","GLYCERIA","POACEAE","Dicliny","hermaphrodite","GLYCERIA FLUITANS","GLYCERIA","POACEAE"
1930420100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLYCERIA NOTATA",1,"Clonality: normal state","Extensively creeping and rooting at nodes","GLYCERIA NOTATA","GLYCERIA","POACEAE","Dicliny","hermaphrodite","GLYCERIA NOTATA","GLYCERIA","POACEAE"
1930440010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","ANISANTHA DIANDRA","ANISANTHA","POACEAE","Dicliny","hermaphrodite","ANISANTHA DIANDRA","ANISANTHA","POACEAE"
1930440030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANISANTHA STERILIS",1,"Clonality: normal state","Little or no vegetative spread","ANISANTHA STERILIS","ANISANTHA","POACEAE","Dicliny","hermaphrodite","ANISANTHA STERILIS","ANISANTHA","POACEAE"
1930440040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","ANISANTHA TECTORUM","ANISANTHA","POACEAE"
1930440100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tussock forming graminoid","BROMOPSIS RAMOSA","BROMOPSIS","POACEAE","Dicliny","hermaphrodite","BROMOPSIS RAMOSA","BROMOPSIS","POACEAE"
1930440110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tussock forming graminoid","BROMOPSIS BENEKENII","BROMOPSIS","POACEAE",NA,NA,NA,NA,NA
1930440120,"Mature leaf P concentration (mg/g)","<1","BROMOPSIS ERECTA","BROMOPSIS","POACEAE","Mature leaf N concentration (mg/g)","10-20","BROMOPSIS ERECTA","BROMOPSIS","POACEAE","BROMOPSIS ERECTA",5,"Clonality: normal state","Tussock forming graminoid","BROMOPSIS ERECTA","BROMOPSIS","POACEAE","Dicliny","hermaphrodite","BROMOPSIS ERECTA","BROMOPSIS","POACEAE"
1930440120,"Mature leaf P concentration (mg/g)","1-2","BROMOPSIS ERECTA","BROMOPSIS","POACEAE","Mature leaf N concentration (mg/g)","10-20","BROMOPSIS ERECTA","BROMOPSIS","POACEAE","BROMOPSIS ERECTA",5,"Clonality: normal state","Tussock forming graminoid","BROMOPSIS ERECTA","BROMOPSIS","POACEAE","Dicliny","hermaphrodite","BROMOPSIS ERECTA","BROMOPSIS","POACEAE"
